target_kind,scale,item_no,item_text,score_type,n_participants,effect,F_value,num_df,den_df,p_value,partial_eta_sq
item,主観の勇気評定,1,このロボットを見て、自分も挑戦しようと思った。,post,103,conflict,0.05466604140142473,1.0,102.0,0.8156028919098843,0.0005356545028450525
item,主観の勇気評定,1,このロボットを見て、自分も挑戦しようと思った。,post,103,action,52.63125990218366,1.0,102.0,8.077847016841218e-11,0.34036623600866367
item,主観の勇気評定,1,このロボットを見て、自分も挑戦しようと思った。,post,103,conflict:action,11.610700056915187,1.0,102.0,0.0009396743943182396,0.10219724067450171
item,主観の勇気評定,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,post,103,conflict,2.869328493647861,1.0,102.0,0.09333414154861255,0.027360988526036592
item,主観の勇気評定,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,post,103,action,42.08028193901794,1.0,102.0,3.1916431265119304e-09,0.29206135199560784
item,主観の勇気評定,2,このロボットを見た後に、難しいことにも一歩踏み出せそうだと感じた。,post,103,conflict:action,3.825546506643797,1.0,102.0,0.05321213728460282,0.03614955587688485
item,主観の勇気評定,3,このロボットから勇気をもらったと感じた。,post,103,conflict,0.29382957884426975,1.0,102.0,0.5889590838204877,0.0028724076520939795
item,主観の勇気評定,3,このロボットから勇気をもらったと感じた。,post,103,action,67.20115174200981,1.0,102.0,7.60329787080624e-13,0.39716722404156596
item,主観の勇気評定,3,このロボットから勇気をもらったと感じた。,post,103,conflict:action,2.8803706359274157,1.0,102.0,0.09271480486009145,0.02746339108512577
scale,CZO尺度,,,diff,103,conflict,0.05871233655489487,1.0,102.0,0.8090293743037948,0.0005752800051139345
scale,CZO尺度,,,diff,103,action,4.037765521995783,1.0,102.0,0.047134133403814414,0.038078560993047475
scale,CZO尺度,,,diff,103,conflict:action,0.05923260015485079,1.0,102.0,0.8082017790228768,0.0005803747357861371
scale,CZO尺度,,,post,103,conflict,0.05871233655486837,1.0,102.0,0.809029374303831,0.0005752800051136751
scale,CZO尺度,,,post,103,action,4.037765521995762,1.0,102.0,0.04713413340381437,0.03807856099304729
scale,CZO尺度,,,post,103,conflict:action,0.05923260015486417,1.0,102.0,0.8082017790228768,0.0005803747357862683
scale,勇気尺度,,,diff,103,conflict,0.10407704371819465,1.0,102.0,0.747651165363526,0.0010193230939606033
scale,勇気尺度,,,diff,103,action,0.9850335878033283,1.0,102.0,0.32330787168292185,0.009564822707597653
scale,勇気尺度,,,diff,103,conflict:action,1.8555768851253231,1.0,102.0,0.17613674772546123,0.017866896904128484
scale,勇気尺度,,,post,103,conflict,0.10407704371816089,1.0,102.0,0.7476511653635658,0.001019323093960273
scale,勇気尺度,,,post,103,action,0.9850335878033286,1.0,102.0,0.32330787168292185,0.009564822707597656
scale,勇気尺度,,,post,103,conflict:action,1.855576885125339,1.0,102.0,0.17613674772546128,0.01786689690412863
scale,葛藤尺度,,,post,103,conflict,40.348237673846604,1.0,102.0,5.997900941935086e-09,0.28344739866954966
scale,葛藤尺度,,,post,103,action,4.669178684033696,1.0,102.0,0.03304932619068149,0.04377251931285922
scale,葛藤尺度,,,post,103,conflict:action,0.9556443147746478,1.0,102.0,0.3305996046439523,0.009282097364695022
